file_id,phrase_index,start_time,end_time,phrase_text
00094,5,10.92,13.93,"De kunne ikke enes om, hvem af dem der var stærkest."
00094,6,14.33,16.28,"De besluttede at afgøre det ved at se,"
00094,7,16.31,19.5,hvem der hurtigst kunne få en mand til at tage sin frakke af.
00094,8,20.3,21.18,Vinden begyndte.
00094,9,21.54,26.17,"Den blæste så voldsomt, at bladene røg af træerne, og dyrene søgte i læ,"
00094,10,26.45,29.23,men frakken kunne den ikke blæse af manden.
00094,11,29.76,32.59,Han holdt fast i frakken og trak den tæt omkring sig.
00094,12,33.1,36.52,Til sidst måtte vinden give op og lade manden gå med frakken på.
00094,13,37.41,39.13,Så var det solens tur.
00094,14,39.79,41.93,Den skinnede mildt på manden.
00094,15,42.19,44.99,Han følte en dejlig varme og lukkede sin frakke op.
00094,16,45.47,48.8,"Solen blev ved med at sende sine milde stråler mod manden,"
00094,17,49.08,50.84,og han fik det varmere og varmere.
00094,18,51.26,54.43,Efter nogen tid tog han frakken af for at nyde det dejlige vejr.
00094,19,55.43,57.56,"Der kan du bare se, sagde solen til vinden."
00094,20,57.75,62.32,Det er bedre at være venlig over for mennesker end at tvinge dem med trusler og mag.
00095,1,0.2,1.71,Solen og vinden er gode venner.
00095,2,1.79,4.28,"De følges ofte ad på deres vej hen over jorden,"
00095,3,4.31,6.12,og de har det godt sammen.
00095,4,6.72,10.08,Men en dag for mange år siden blev de uenige.
00095,5,10.8,13.53,"De kunne ikke enes om, hvem af dem der var stærkest."
00095,6,13.69,15.91,"De besluttede at afgøre det ved at se,"
00095,7,16.39,19.56,hvem der hurtigst kunne få en mand til at tage sin frakke af.
00095,8,20.48,21.34,Vinden begyndte.
00095,9,21.54,26.92,"Den blæste så voldsomt, at bladene røg af træerne, og dyrene søgte i læ,"
00095,10,27.67,29.91,men frakken kunne den ikke blæse af manden.
00095,11,30.37,33.55,Han holdt fast i frakken og trak den tæt omkring sig.
00095,12,34.25,38.03,Til sidst måtte vinden give op og lade manden gå med frakken på.
00095,13,38.83,40.08,Så var det solens tur.
00095,14,40.84,42.36,Den skinnede mildt på manden.
00095,15,43.26,46.32,Han følte en dejlig varme og lukkede sin frakke op.
00095,16,46.78,51.3,"Solen blev ved med at sende sine milde stråler mod manden,"
00095,17,51.46,52.99,og han fik det varmere og varmere.
00095,18,53.17,56.43,Efter nogen tid tog han frakken af for at nyde det dejlige vejr.
00095,19,57.02,58.96,"Der kan du bare se, sagde solen til vinden."
00095,20,59.49,62.75,Det er bedre at være venlig over for mennesker end at tvinge dem med trusler og mag.
00096,1,0.19,1.74,Solen og vinden er gode venner.
00096,2,2.06,4.65,"De følges ofte ad på deres vej hen over jorden,"
00096,3,4.83,5.99,og de har det godt sammen.
00096,4,6.62,9.11,Men en dag for mange år siden blev de uenige.
00096,5,9.8,12.51,"De kunne ikke enes om, hvem af dem der var stærkest."
00096,6,12.77,14.51,"De besluttede at afgøre det ved at se,"
00096,7,14.93,17.71,hvem der hurtigst kunne få en mand til at tage sin frakke af.
00096,8,18.85,19.66,Vinden begyndte.
00096,9,20.4,23.83,"Den blæste så voldsomt, at bladene røg af træerne, og dyrene søgte i læ,"
00096,10,24.38,26.95,men frakken kunne den ikke blæse af manden.
00096,11,28.35,30.81,Han holdt fast i frakken og trak den tæt omkring sig.
00096,12,31.16,34.12,Til sidst måtte vinden give op og lade manden gå med frakken på.
00096,13,34.77,35.87,Så var det solens tur.
00096,14,36.09,37.54,Den skinnede mildt på manden.
00096,15,37.98,40.96,Han følte en dejlig varme og lukkede sin frakke op.
00096,16,41.41,44.75,"Solen blev ved med at sende sine milde stråler mod manden,"
00096,17,45.06,46.89,og han fik det varmere og varmere.
00096,18,47.14,50.05,Efter nogen tid tog han frakken af for at nyde det dejlige vejr.
00096,19,50.68,52.64,"Der kan du bare se, sagde solen til vinden."
00096,20,53.34,58.87,Det er bedre at være venlig over for mennesker end at tvinge dem med trusler og mag.
00097,1,0.14,2.19,Solen og vinden er gode venner.
00097,2,2.47,5.57,"De følges ofte ad på deres vej hen over jorden,"
00097,3,5.82,6.97,og de har det godt sammen.
00097,4,7.72,10.2,Men en dag for mange år siden blev de uenige.
00097,5,10.69,13.66,"De kunne ikke enes om, hvem af dem der var stærkest."
00097,6,14.03,17.61,"De besluttede at afgøre det ved at se,"
00097,7,17.69,20.44,hvem der hurtigst kunne få en mand til at tage sin frakke af.
00097,8,21.45,22.35,Vinden begyndte.
00097,9,23.15,27.23,"Den blæste så voldsomt, at bladene røg af træerne, og dyrene søgte i læ,"
00097,10,27.98,29.81,men frakken kunne den ikke blæse af manden.
00097,11,30.56,33.05,Han holdt fast i frakken og trak den tæt omkring sig.
00097,12,33.89,38.17,Til sidst måtte vinden give op og lade manden gå med frakken på.
00097,13,38.97,40.26,Så var det solens tur.
00097,14,40.76,42.3,Den skinnede mildt på manden.
00097,15,42.86,45.55,Han følte en dejlig varme og lukkede sin frakke op.
00097,16,46.35,49.13,"Solen blev ved med at sende sine milde stråler mod manden,"
00097,17,49.34,51.08,og han fik det varmere og varmere.
00097,18,51.82,55.77,Efter nogen tid tog han frakken af for at nyde det dejlige vejr.
00097,19,56.56,59.01,"Der kan du bare se, sagde solen til vinden."
00097,20,59.56,63.78,Det er bedre at være venlig over for mennesker end at tvinge dem med trusler og mag.
00098,1,0.0,1.62,Solen og vinden er gode venner.
00098,2,2.03,5.73,"De følges ofte ad på deres vej hen over jorden,"
00098,3,6.32,7.41,og de har det godt sammen.
00098,4,8.21,10.69,Men en dag for mange år siden blev de uenige.
00098,5,11.42,13.86,"De kunne ikke enes om, hvem af dem der var stærkest."
00098,6,14.63,16.71,"De besluttede at afgøre det ved at se,"
00098,7,16.82,20.94,hvem der hurtigst kunne få en mand til at tage sin frakke af.
00098,8,21.58,22.34,Vinden begyndte.
00098,9,22.96,27.69,"Den blæste så voldsomt, at bladene røg af træerne, og dyrene søgte i læ,"
00098,10,28.39,30.51,men frakken kunne den ikke blæse af manden.
00098,11,31.55,34.12,Han holdt fast i frakken og trak den tæt omkring sig.
00098,12,35.02,38.52,Til sidst måtte vinden give op og lade manden gå med frakken på.
00098,13,39.18,40.38,Så var det solens tur.
00098,14,41.02,43.26,Den skinnede mildt på manden.
00098,15,44.18,47.64,Han følte en dejlig varme og lukkede sin frakke op.
00098,16,48.33,51.08,"Solen blev ved med at sende sine milde stråler mod manden,"
00098,17,51.36,53.11,og han fik det varmere og varmere.
00098,18,53.92,58.32,Efter nogen tid tog han frakken af for at nyde det dejlige vejr.
00098,19,59.54,61.37,"Der kan du bare se, sagde solen til vinden."
00098,20,61.86,65.86,Det er bedre at være venlig over for mennesker end at tvinge dem med trusler og mag.
00099,1,0.0,1.85,Solen og vinden er gode venner.
00099,2,2.06,5.85,"De følges ofte ad på deres vej hen over jorden,"
00099,3,6.37,7.63,og de har det godt sammen.
00099,4,8.57,11.2,Men en dag for mange år siden blev de uenige.
00099,5,11.96,15.49,"De kunne ikke enes om, hvem af dem der var stærkest."
00099,6,15.94,18.66,"De besluttede at afgøre det ved at se,"
00099,7,18.95,22.43,hvem der hurtigst kunne få en mand til at tage sin frakke af.
00099,8,24.36,25.27,Vinden begyndte.
00099,9,25.63,30.59,"Den blæste så voldsomt, at bladene røg af træerne, og dyrene søgte i læ,"
00099,10,30.95,34.19,men frakken kunne den ikke blæse af manden.
00099,11,34.68,38.55,Han holdt fast i frakken og trak den tæt omkring sig.
00099,12,39.69,45.5,Til sidst måtte vinden give op og lade manden gå med frakken på.
00099,13,47.01,48.76,Så var det solens tur.
00099,14,49.29,50.96,Den skinnede mildt på manden.
00099,15,51.67,54.7,Han følte en dejlig varme og lukkede sin frakke op.
00099,16,55.51,59.33,"Solen blev ved med at sende sine milde stråler mod manden,"
00099,17,59.78,61.66,og han fik det varmere og varmere.
00099,18,62.41,66.31,Efter nogen tid tog han frakken af for at nyde det dejlige vejr.
00099,19,68.13,70.31,"Der kan du bare se, sagde solen til vinden."
00099,20,70.83,75.19,Det er bedre at være venlig over for mennesker end at tvinge dem med trusler og mag.
