model,fold,seg_acc,seg_auc,speaker_acc,speaker_auc,n_segments,n_speakers
SVM_RBF,1,0.7972972972972973,0.8838235294117647,0.8666666666666667,0.9642857142857143,74,15
SVM_RBF,2,0.5405405405405406,0.553030303030303,0.5333333333333333,0.5,74,15
SVM_RBF,3,0.684931506849315,0.7186046511627906,0.6666666666666666,0.7592592592592593,73,15
SVM_RBF,4,0.6571428571428571,0.6991666666666667,0.7857142857142857,0.75,70,14
SVM_RBF,5,0.72,0.8085714285714286,0.7333333333333333,0.8571428571428572,75,15
