model,seg_acc_mean,seg_acc_std,seg_auc_mean,seg_auc_std,speaker_acc_mean,speaker_acc_std,speaker_auc_mean,speaker_auc_std,n_segments_total,n_speakers_avg
SVM_RBF,0.679982440366002,0.09401378088300152,0.7326393157685908,0.12469877677319854,0.7171428571428571,0.12615003844449071,0.7661375661375662,0.1722509708691667,366,14.8
