model,fold,seg_acc,seg_auc,speaker_acc,speaker_auc,n_segments,n_speakers
LogReg,1,0.7162162162162162,0.8198529411764706,0.8,0.8928571428571428,74,15
LogReg,2,0.581081081081081,0.48560606060606065,0.5333333333333333,0.4814814814814815,74,15
LogReg,3,0.5616438356164384,0.6302325581395349,0.6,0.7037037037037037,73,15
LogReg,4,0.6857142857142857,0.5916666666666667,0.7857142857142857,0.7291666666666666,70,14
LogReg,5,0.7466666666666667,0.835,0.6666666666666666,0.875,75,15
