model,fold,seg_acc,seg_auc,speaker_acc,speaker_auc,n_segments,n_speakers
SVM_RBF,1,0.7432432432432432,0.8595588235294118,0.8,0.9464285714285714,74,15
SVM_RBF,2,0.5405405405405406,0.5371212121212121,0.5333333333333333,0.5,74,15
SVM_RBF,3,0.6712328767123288,0.7108527131782946,0.6666666666666666,0.7777777777777779,73,15
SVM_RBF,4,0.6428571428571429,0.6983333333333334,0.7857142857142857,0.75,70,14
SVM_RBF,5,0.7466666666666667,0.7992857142857143,0.7333333333333333,0.8571428571428572,75,15
