model,seg_acc_mean,seg_acc_std,seg_auc_mean,seg_auc_std,speaker_acc_mean,speaker_acc_std,speaker_auc_mean,speaker_auc_std,n_segments_total,n_speakers_avg
RandomForest,0.6827718834294176,0.14157975697372396,0.7539463093905637,0.13896440818579703,0.7171428571428571,0.12615003844449071,0.8002645502645503,0.16471905738208134,366,14.8
